event_id,user_id,session_id,ts,event_name,device,channel
e_000022,u_000022,s_e_000022,2026-06-29 22:35:47 UTC,signup_completed,android,organic
e_000023,u_000023,s_e_000023,2026-06-29 18:32:22 UTC,signup_completed,ios,organic
e_000024,u_000024,s_e_000024,2026-06-29 23:43:22 UTC,signup_completed,ios,organic
e_000025,u_000025,s_e_000025,2026-06-29 00:43:56 UTC,signup_completed,android,organic
e_000026,u_000026,s_e_000026,2026-06-29 07:15:34 UTC,signup_completed,android,organic
e_000027,u_000027,s_e_000027,2026-06-29 22:19:44 UTC,signup_completed,ios,organic
e_000028,u_000028,s_e_000028,2026-06-29 03:57:28 UTC,signup_completed,android,organic
e_000029,u_000029,s_e_000029,2026-06-29 04:32:11 UTC,signup_completed,android,organic
e_000030,u_000030,s_e_000030,2026-06-29 00:27:17 UTC,signup_completed,web,organic
e_000031,u_000031,s_e_000031,2026-06-29 06:20:31 UTC,signup_completed,android,organic
e_000032,u_000032,s_e_000032,2026-06-29 17:05:47 UTC,signup_completed,web,organic
e_000033,u_000033,s_e_000033,2026-06-29 03:58:54 UTC,signup_completed,android,organic
e_000034,u_000034,s_e_000034,2026-06-29 15:07:20 UTC,signup_completed,web,organic
e_000035,u_000035,s_e_000035,2026-06-29 11:04:17 UTC,signup_completed,ios,organic
e_000036,u_000036,s_e_000036,2026-06-29 23:09:03 UTC,signup_completed,ios,organic
e_000037,u_000037,s_e_000037,2026-06-29 21:24:55 UTC,signup_completed,android,organic
e_000038,u_000038,s_e_000038,2026-06-29 02:10:04 UTC,signup_completed,web,organic
e_000039,u_000039,s_e_000039,2026-06-29 07:33:10 UTC,signup_completed,ios,organic
e_000040,u_000040,s_e_000040,2026-06-29 00:56:06 UTC,signup_completed,web,organic
e_000041,u_000041,s_e_000041,2026-06-29 03:04:31 UTC,signup_completed,web,organic
e_000042,u_000042,s_e_000042,2026-06-29 02:45:18 UTC,signup_completed,ios,organic
e_000043,u_000043,s_e_000043,2026-06-29 05:34:09 UTC,signup_completed,web,paid_search
e_000044,u_000044,s_e_000044,2026-06-29 18:46:04 UTC,signup_completed,ios,paid_search
e_000045,u_000045,s_e_000045,2026-06-29 17:53:12 UTC,signup_completed,android,paid_search
e_000046,u_000046,s_e_000046,2026-06-29 01:40:50 UTC,signup_completed,ios,paid_search
e_000047,u_000047,s_e_000047,2026-06-29 03:32:08 UTC,signup_completed,ios,paid_search
e_000048,u_000048,s_e_000048,2026-06-29 16:19:52 UTC,signup_completed,ios,paid_search
e_000049,u_000049,s_e_000049,2026-06-29 02:32:50 UTC,signup_completed,ios,paid_search
e_000050,u_000050,s_e_000050,2026-06-29 03:27:03 UTC,signup_completed,android,paid_search
e_000051,u_000051,s_e_000051,2026-06-29 14:40:17 UTC,signup_completed,android,paid_search
e_000052,u_000052,s_e_000052,2026-06-29 09:08:51 UTC,signup_completed,web,paid_search
e_000053,u_000053,s_e_000053,2026-06-29 14:04:21 UTC,signup_completed,web,paid_search
e_000054,u_000054,s_e_000054,2026-06-29 15:36:28 UTC,signup_completed,web,paid_search
e_000055,u_000055,s_e_000055,2026-06-29 14:47:38 UTC,signup_completed,web,paid_search
e_000056,u_000056,s_e_000056,2026-06-29 20:25:56 UTC,signup_completed,android,paid_search
e_000057,u_000057,s_e_000057,2026-06-29 04:59:36 UTC,signup_completed,android,paid_search
e_000058,u_000058,s_e_000058,2026-06-29 13:52:42 UTC,signup_completed,ios,paid_search
e_000059,u_000059,s_e_000059,2026-06-29 08:39:29 UTC,signup_completed,web,paid_search
e_000060,u_000060,s_e_000060,2026-06-29 10:58:04 UTC,signup_completed,android,paid_search
e_000061,u_000061,s_e_000061,2026-06-29 22:45:07 UTC,signup_completed,android,paid_search
e_000062,u_000062,s_e_000062,2026-06-29 20:00:28 UTC,signup_completed,web,paid_search
e_000063,u_000063,s_e_000063,2026-06-29 08:07:37 UTC,signup_completed,web,paid_search
e_000064,u_000064,s_e_000064,2026-06-29 21:32:00 UTC,signup_completed,web,paid_search
e_000065,u_000065,s_e_000065,2026-06-29 12:28:55 UTC,signup_completed,ios,paid_search
e_000066,u_000066,s_e_000066,2026-06-29 18:25:21 UTC,signup_completed,android,paid_search
e_000067,u_000067,s_e_000067,2026-06-29 17:27:01 UTC,signup_completed,android,paid_search
e_000068,u_000068,s_e_000068,2026-06-29 23:29:31 UTC,signup_completed,android,paid_search
e_000069,u_000069,s_e_000069,2026-06-29 19:33:53 UTC,signup_completed,ios,paid_search
e_000070,u_000070,s_e_000070,2026-06-29 12:57:42 UTC,signup_completed,android,paid_search
e_000071,u_000071,s_e_000071,2026-06-29 16:08:43 UTC,signup_completed,web,push
e_000072,u_000072,s_e_000072,2026-06-29 04:43:44 UTC,signup_completed,web,push
e_000073,u_000073,s_e_000073,2026-06-29 16:42:55 UTC,signup_completed,android,push
e_000074,u_000074,s_e_000074,2026-06-29 03:21:35 UTC,signup_completed,ios,push
e_000075,u_000075,s_e_000075,2026-06-29 15:36:06 UTC,signup_completed,android,push
e_000076,u_000076,s_e_000076,2026-06-29 13:30:57 UTC,signup_completed,android,push
e_000077,u_000077,s_e_000077,2026-06-29 12:33:11 UTC,signup_completed,web,push
e_000078,u_000078,s_e_000078,2026-06-29 00:03:42 UTC,signup_completed,web,push
e_000079,u_000079,s_e_000079,2026-06-29 15:35:13 UTC,signup_completed,web,push
e_000080,u_000080,s_e_000080,2026-06-29 23:43:34 UTC,signup_completed,ios,push
e_000081,u_000081,s_e_000081,2026-06-29 19:11:52 UTC,signup_completed,android,push
e_000082,u_000082,s_e_000082,2026-06-29 10:44:46 UTC,signup_completed,android,push
e_000083,u_000083,s_e_000083,2026-06-29 13:29:34 UTC,signup_completed,web,push
e_000084,u_000084,s_e_000084,2026-06-29 22:09:05 UTC,signup_completed,android,push
e_000085,u_000085,s_e_000085,2026-06-29 00:34:56 UTC,signup_completed,web,push
e_000086,u_000086,s_e_000086,2026-06-29 19:03:00 UTC,signup_completed,android,push
e_000087,u_000087,s_e_000087,2026-06-29 06:14:59 UTC,signup_completed,android,push
e_000088,u_000088,s_e_000088,2026-06-29 17:49:19 UTC,signup_completed,ios,push
e_000089,u_000089,s_e_000089,2026-06-29 18:07:52 UTC,signup_completed,web,push
e_000090,u_000090,s_e_000090,2026-06-29 01:49:08 UTC,signup_completed,web,push
e_000091,u_000091,s_e_000091,2026-06-29 15:00:47 UTC,signup_completed,ios,push
e_000092,u_000092,s_e_000092,2026-06-29 17:44:36 UTC,signup_completed,android,push
e_000093,u_000093,s_e_000093,2026-06-29 17:10:48 UTC,signup_completed,ios,push
e_000094,u_000094,s_e_000094,2026-06-29 23:32:39 UTC,signup_completed,ios,push
e_000095,u_000095,s_e_000095,2026-06-29 07:10:50 UTC,signup_completed,ios,push
e_000096,u_000096,s_e_000096,2026-06-29 07:05:32 UTC,signup_completed,android,push
e_000097,u_000097,s_e_000097,2026-06-29 21:04:35 UTC,signup_completed,ios,push
e_000098,u_000098,s_e_000098,2026-06-29 15:47:39 UTC,signup_completed,android,push
e_000099,u_000099,s_e_000099,2026-06-29 04:01:00 UTC,signup_completed,android,email
e_000100,u_000100,s_e_000100,2026-06-29 19:30:39 UTC,signup_completed,ios,email
e_000101,u_000101,s_e_000101,2026-06-29 19:45:05 UTC,signup_completed,ios,email
e_000102,u_000102,s_e_000102,2026-06-29 04:23:51 UTC,signup_completed,ios,email
e_000103,u_000103,s_e_000103,2026-06-29 15:25:20 UTC,signup_completed,ios,email
e_000104,u_000104,s_e_000104,2026-06-29 19:00:38 UTC,signup_completed,android,email
e_000105,u_000105,s_e_000105,2026-06-29 18:14:44 UTC,signup_completed,android,email
e_000106,u_000106,s_e_000106,2026-06-29 00:31:08 UTC,signup_completed,ios,email
e_000107,u_000107,s_e_000107,2026-06-29 14:58:55 UTC,signup_completed,ios,email
e_000108,u_000108,s_e_000108,2026-06-29 01:09:00 UTC,signup_completed,web,email
e_000109,u_000109,s_e_000109,2026-06-29 05:57:33 UTC,signup_completed,ios,email
e_000110,u_000110,s_e_000110,2026-06-29 05:24:52 UTC,signup_completed,ios,email
e_000111,u_000111,s_e_000111,2026-06-29 07:29:48 UTC,signup_completed,android,email
e_000112,u_000112,s_e_000112,2026-06-29 05:19:28 UTC,signup_completed,ios,email
e_000113,u_000113,s_e_000113,2026-06-29 23:51:44 UTC,signup_completed,android,email
e_000114,u_000114,s_e_000114,2026-06-29 04:49:33 UTC,signup_completed,web,email
e_000115,u_000115,s_e_000115,2026-06-29 23:02:24 UTC,signup_completed,android,email
e_000116,u_000116,s_e_000116,2026-06-29 17:05:40 UTC,signup_completed,ios,email
e_000117,u_000117,s_e_000117,2026-06-29 22:04:55 UTC,signup_completed,web,email
e_000118,u_000118,s_e_000118,2026-06-29 01:54:37 UTC,signup_completed,web,email
e_000119,u_000119,s_e_000119,2026-06-29 20:16:04 UTC,signup_completed,ios,email
e_000120,u_000120,s_e_000120,2026-06-29 22:42:13 UTC,signup_completed,ios,referral
e_000121,u_000121,s_e_000121,2026-06-29 23:04:12 UTC,signup_completed,ios,referral
e_000122,u_000122,s_e_000122,2026-06-29 05:42:43 UTC,signup_completed,web,referral
e_000123,u_000123,s_e_000123,2026-06-29 01:03:36 UTC,signup_completed,web,referral
e_000124,u_000124,s_e_000124,2026-06-29 09:13:27 UTC,signup_completed,web,referral
e_000125,u_000125,s_e_000125,2026-06-29 14:32:32 UTC,signup_completed,ios,referral
e_000126,u_000126,s_e_000126,2026-06-29 03:22:53 UTC,signup_completed,android,referral
e_000127,u_000127,s_e_000127,2026-06-29 20:04:25 UTC,signup_completed,ios,referral
e_000128,u_000128,s_e_000128,2026-06-29 02:33:12 UTC,signup_completed,web,referral
e_000129,u_000129,s_e_000129,2026-06-29 05:04:01 UTC,signup_completed,android,referral
e_000130,u_000130,s_e_000130,2026-06-29 15:36:51 UTC,signup_completed,web,referral
e_000131,u_000131,s_e_000131,2026-06-29 03:06:32 UTC,signup_completed,ios,referral
e_000132,u_000132,s_e_000132,2026-06-29 22:53:13 UTC,signup_completed,ios,referral
e_000133,u_000133,s_e_000133,2026-06-29 04:07:32 UTC,signup_completed,android,referral
e_000134,u_000134,s_e_000134,2026-06-29 02:43:56 UTC,signup_completed,web,referral
e_000135,u_000135,s_e_000135,2026-06-29 23:34:16 UTC,signup_completed,ios,referral
e_000136,u_000136,s_e_000136,2026-06-29 23:17:45 UTC,signup_completed,ios,referral
e_000137,u_000137,s_e_000137,2026-06-29 09:20:42 UTC,signup_completed,ios,referral
e_000138,u_000138,s_e_000138,2026-06-29 19:55:32 UTC,signup_completed,android,referral
e_000139,u_000139,s_e_000139,2026-06-29 13:45:09 UTC,signup_completed,web,referral
e_000140,u_000140,s_e_000140,2026-06-29 16:26:10 UTC,signup_completed,ios,referral
e_000141,u_000141,s_e_000141,2026-06-30 10:52:05 UTC,signup_completed,web,organic
e_000142,u_000142,s_e_000142,2026-06-30 06:02:45 UTC,signup_completed,android,organic
e_000143,u_000143,s_e_000143,2026-06-30 10:03:20 UTC,signup_completed,ios,organic
e_000144,u_000144,s_e_000144,2026-06-30 09:02:13 UTC,signup_completed,web,organic
e_000145,u_000145,s_e_000145,2026-06-30 19:05:05 UTC,signup_completed,android,organic
e_000146,u_000146,s_e_000146,2026-06-30 15:05:36 UTC,signup_completed,web,organic
e_000147,u_000147,s_e_000147,2026-06-30 02:53:06 UTC,signup_completed,web,organic
e_000148,u_000148,s_e_000148,2026-06-30 20:44:45 UTC,signup_completed,web,organic
e_000149,u_000149,s_e_000149,2026-06-30 13:36:21 UTC,signup_completed,web,organic
e_000150,u_000150,s_e_000150,2026-06-30 07:15:37 UTC,signup_completed,web,organic
e_000151,u_000151,s_e_000151,2026-06-30 15:12:53 UTC,signup_completed,android,organic
e_000152,u_000152,s_e_000152,2026-06-30 00:53:00 UTC,signup_completed,android,organic
e_000153,u_000153,s_e_000153,2026-06-30 08:39:54 UTC,signup_completed,android,organic
e_000154,u_000154,s_e_000154,2026-06-30 21:51:48 UTC,signup_completed,ios,organic
e_000155,u_000155,s_e_000155,2026-06-30 20:35:12 UTC,signup_completed,android,organic
e_000156,u_000156,s_e_000156,2026-06-30 18:56:13 UTC,signup_completed,web,organic
e_000157,u_000157,s_e_000157,2026-06-30 23:08:37 UTC,signup_completed,web,organic
e_000158,u_000158,s_e_000158,2026-06-30 19:10:01 UTC,signup_completed,ios,organic
e_000159,u_000159,s_e_000159,2026-06-30 02:10:40 UTC,signup_completed,android,organic
e_000160,u_000160,s_e_000160,2026-06-30 11:26:13 UTC,signup_completed,web,organic
e_000161,u_000161,s_e_000161,2026-06-30 14:30:50 UTC,signup_completed,web,organic
e_000162,u_000162,s_e_000162,2026-06-30 12:12:37 UTC,signup_completed,android,organic
e_000163,u_000163,s_e_000163,2026-06-30 14:55:36 UTC,signup_completed,web,organic
e_000164,u_000164,s_e_000164,2026-06-30 13:54:41 UTC,signup_completed,web,organic
e_000165,u_000165,s_e_000165,2026-06-30 18:58:34 UTC,signup_completed,ios,organic
e_000166,u_000166,s_e_000166,2026-06-30 02:27:14 UTC,signup_completed,ios,organic
e_000167,u_000167,s_e_000167,2026-06-30 08:08:21 UTC,signup_completed,ios,organic
e_000168,u_000168,s_e_000168,2026-06-30 15:03:36 UTC,signup_completed,web,organic
e_000169,u_000169,s_e_000169,2026-06-30 08:04:44 UTC,signup_completed,web,organic
e_000170,u_000170,s_e_000170,2026-06-30 08:30:07 UTC,signup_completed,web,organic
e_000171,u_000171,s_e_000171,2026-06-30 17:01:01 UTC,signup_completed,android,organic
e_000172,u_000172,s_e_000172,2026-06-30 17:20:58 UTC,signup_completed,ios,organic
e_000173,u_000173,s_e_000173,2026-06-30 20:46:00 UTC,signup_completed,web,organic
e_000174,u_000174,s_e_000174,2026-06-30 15:30:36 UTC,signup_completed,android,organic
e_000175,u_000175,s_e_000175,2026-06-30 19:15:21 UTC,signup_completed,web,organic
e_000176,u_000176,s_e_000176,2026-06-30 23:16:11 UTC,signup_completed,ios,organic
e_000177,u_000177,s_e_000177,2026-06-30 04:33:47 UTC,signup_completed,android,organic
e_000178,u_000178,s_e_000178,2026-06-30 15:08:26 UTC,signup_completed,ios,organic
e_000179,u_000179,s_e_000179,2026-06-30 19:04:54 UTC,signup_completed,web,organic
e_000180,u_000180,s_e_000180,2026-06-30 18:25:46 UTC,signup_completed,android,organic
e_000181,u_000181,s_e_000181,2026-06-30 09:38:05 UTC,signup_completed,web,paid_search
e_000182,u_000182,s_e_000182,2026-06-30 17:24:46 UTC,signup_completed,web,paid_search
e_000183,u_000183,s_e_000183,2026-06-30 10:57:07 UTC,signup_completed,ios,paid_search
e_000184,u_000184,s_e_000184,2026-06-30 19:13:37 UTC,signup_completed,ios,paid_search
e_000185,u_000185,s_e_000185,2026-06-30 14:55:06 UTC,signup_completed,android,paid_search
e_000186,u_000186,s_e_000186,2026-06-30 08:56:01 UTC,signup_completed,web,paid_search
e_000187,u_000187,s_e_000187,2026-06-30 05:54:00 UTC,signup_completed,ios,paid_search
e_000188,u_000188,s_e_000188,2026-06-30 22:52:23 UTC,signup_completed,ios,paid_search
e_000189,u_000189,s_e_000189,2026-06-30 09:11:37 UTC,signup_completed,android,paid_search
e_000190,u_000190,s_e_000190,2026-06-30 05:33:39 UTC,signup_completed,web,paid_search
e_000191,u_000191,s_e_000191,2026-06-30 22:43:54 UTC,signup_completed,android,paid_search
e_000192,u_000192,s_e_000192,2026-06-30 14:15:13 UTC,signup_completed,web,paid_search
e_000193,u_000193,s_e_000193,2026-06-30 01:07:00 UTC,signup_completed,web,paid_search
e_000194,u_000194,s_e_000194,2026-06-30 23:55:55 UTC,signup_completed,web,paid_search
e_000195,u_000195,s_e_000195,2026-06-30 18:50:25 UTC,signup_completed,web,paid_search
e_000196,u_000196,s_e_000196,2026-06-30 05:24:08 UTC,signup_completed,android,paid_search
e_000197,u_000197,s_e_000197,2026-06-30 07:09:57 UTC,signup_completed,web,paid_search
e_000198,u_000198,s_e_000198,2026-06-30 08:32:10 UTC,signup_completed,ios,paid_search
e_000199,u_000199,s_e_000199,2026-06-30 12:59:41 UTC,signup_completed,ios,paid_search
e_000200,u_000200,s_e_000200,2026-06-30 11:03:54 UTC,signup_completed,web,paid_search
e_000201,u_000201,s_e_000201,2026-06-30 11:54:57 UTC,signup_completed,android,paid_search
e_000202,u_000202,s_e_000202,2026-06-30 12:08:51 UTC,signup_completed,ios,paid_search
e_000203,u_000203,s_e_000203,2026-06-30 11:13:14 UTC,signup_completed,web,paid_search
e_000204,u_000204,s_e_000204,2026-06-30 18:46:34 UTC,signup_completed,ios,paid_search
e_000205,u_000205,s_e_000205,2026-06-30 05:54:45 UTC,signup_completed,ios,paid_search
e_000206,u_000206,s_e_000206,2026-06-30 10:17:17 UTC,signup_completed,web,paid_search
e_000207,u_000207,s_e_000207,2026-06-30 09:11:28 UTC,signup_completed,web,paid_search
e_000208,u_000208,s_e_000208,2026-06-30 07:49:51 UTC,signup_completed,android,push
e_000209,u_000209,s_e_000209,2026-06-30 02:17:23 UTC,signup_completed,android,push
e_000210,u_000210,s_e_000210,2026-06-30 12:50:37 UTC,signup_completed,ios,push
e_000211,u_000211,s_e_000211,2026-06-30 21:24:57 UTC,signup_completed,web,push
e_000212,u_000212,s_e_000212,2026-06-30 16:35:53 UTC,signup_completed,android,push
e_000213,u_000213,s_e_000213,2026-06-30 14:54:19 UTC,signup_completed,web,push
e_000214,u_000214,s_e_000214,2026-06-30 04:57:44 UTC,signup_completed,web,push
e_000215,u_000215,s_e_000215,2026-06-30 00:15:02 UTC,signup_completed,web,push
e_000216,u_000216,s_e_000216,2026-06-30 05:08:22 UTC,signup_completed,ios,email
e_000217,u_000217,s_e_000217,2026-06-30 02:37:24 UTC,signup_completed,android,email
e_000218,u_000218,s_e_000218,2026-06-30 23:10:41 UTC,signup_completed,web,email
e_000219,u_000219,s_e_000219,2026-06-30 17:35:54 UTC,signup_completed,web,email
e_000220,u_000220,s_e_000220,2026-06-30 13:07:20 UTC,signup_completed,android,email
e_000221,u_000221,s_e_000221,2026-06-30 19:23:36 UTC,signup_completed,android,email
e_000222,u_000222,s_e_000222,2026-06-30 10:51:39 UTC,signup_completed,android,email
e_000223,u_000223,s_e_000223,2026-06-30 19:36:22 UTC,signup_completed,android,referral
e_000224,u_000224,s_e_000224,2026-06-30 07:45:42 UTC,signup_completed,ios,referral
e_000225,u_000225,s_e_000225,2026-06-30 14:09:37 UTC,signup_completed,ios,referral
e_000226,u_000226,s_e_000226,2026-06-30 06:07:05 UTC,signup_completed,web,referral
e_000227,u_000227,s_e_000227,2026-06-30 14:44:50 UTC,signup_completed,android,referral
e_000228,u_000228,s_e_000228,2026-06-30 19:45:36 UTC,signup_completed,android,referral
e_000229,u_000229,s_e_000229,2026-06-30 20:23:43 UTC,signup_completed,web,referral
e_000230,u_000230,s_e_000230,2026-06-30 12:45:44 UTC,signup_completed,android,referral
e_000231,u_000231,s_e_000231,2026-06-30 11:24:14 UTC,signup_completed,web,referral
e_000232,u_000232,s_e_000232,2026-06-30 04:41:14 UTC,signup_completed,android,referral
e_000233,u_000233,s_e_000233,2026-06-30 18:50:52 UTC,signup_completed,ios,referral
e_000234,u_000234,s_e_000234,2026-06-30 15:37:10 UTC,signup_completed,web,referral
e_000235,u_000235,s_e_000235,2026-06-30 16:02:42 UTC,signup_completed,web,referral
e_000236,u_000236,s_e_000236,2026-06-30 18:43:49 UTC,signup_completed,android,referral
e_000237,u_000237,s_e_000237,2026-06-30 05:54:02 UTC,signup_completed,ios,referral
e_000238,u_000238,s_e_000238,2026-06-30 01:58:43 UTC,signup_completed,android,referral
e_000239,u_000239,s_e_000239,2026-06-30 06:38:53 UTC,signup_completed,ios,referral
e_000240,u_000240,s_e_000240,2026-06-30 06:20:46 UTC,signup_completed,android,referral
e_000241,u_000241,s_e_000241,2026-06-30 05:47:39 UTC,signup_completed,ios,referral
e_000242,u_000242,s_e_000242,2026-06-30 21:18:44 UTC,signup_completed,ios,referral
e_000243,u_000243,s_e_000243,2026-07-01 08:44:11 UTC,signup_completed,web,organic
e_000244,u_000244,s_e_000244,2026-07-01 00:37:46 UTC,signup_completed,android,organic
e_000245,u_000245,s_e_000245,2026-07-01 05:27:35 UTC,signup_completed,android,organic
e_000246,u_000246,s_e_000246,2026-07-01 03:31:13 UTC,signup_completed,android,organic
e_000247,u_000247,s_e_000247,2026-07-01 03:57:19 UTC,signup_completed,android,organic
e_000248,u_000248,s_e_000248,2026-07-01 10:05:33 UTC,signup_completed,android,organic
e_000249,u_000249,s_e_000249,2026-07-01 00:25:17 UTC,signup_completed,web,organic
e_000250,u_000250,s_e_000250,2026-07-01 03:39:25 UTC,signup_completed,android,organic
e_000251,u_000251,s_e_000251,2026-07-01 15:02:59 UTC,signup_completed,android,organic
e_000252,u_000252,s_e_000252,2026-07-01 04:13:45 UTC,signup_completed,web,organic
e_000253,u_000253,s_e_000253,2026-07-01 10:02:54 UTC,signup_completed,android,organic
e_000254,u_000254,s_e_000254,2026-07-01 01:26:03 UTC,signup_completed,ios,organic
e_000255,u_000255,s_e_000255,2026-07-01 08:46:28 UTC,signup_completed,web,organic
e_000256,u_000256,s_e_000256,2026-07-01 00:22:18 UTC,signup_completed,web,organic
e_000257,u_000257,s_e_000257,2026-07-01 15:18:45 UTC,signup_completed,web,organic
e_000258,u_000258,s_e_000258,2026-07-01 13:03:12 UTC,signup_completed,android,organic
e_000259,u_000259,s_e_000259,2026-07-01 03:19:01 UTC,signup_completed,web,organic
e_000260,u_000260,s_e_000260,2026-07-01 07:53:54 UTC,signup_completed,ios,organic
e_000261,u_000261,s_e_000261,2026-07-01 11:23:42 UTC,signup_completed,web,organic
e_000262,u_000262,s_e_000262,2026-07-01 21:11:08 UTC,signup_completed,android,organic
e_000263,u_000263,s_e_000263,2026-07-01 17:40:04 UTC,signup_completed,web,organic
e_000264,u_000264,s_e_000264,2026-07-01 20:32:16 UTC,signup_completed,ios,organic
e_000265,u_000265,s_e_000265,2026-07-01 02:51:37 UTC,signup_completed,android,organic
e_000266,u_000266,s_e_000266,2026-07-01 22:04:22 UTC,signup_completed,android,organic
e_000267,u_000267,s_e_000267,2026-07-01 01:22:25 UTC,signup_completed,android,organic
e_000268,u_000268,s_e_000268,2026-07-01 14:24:37 UTC,signup_completed,web,organic
e_000269,u_000269,s_e_000269,2026-07-01 09:12:32 UTC,signup_completed,ios,organic
e_000270,u_000270,s_e_000270,2026-07-01 12:48:34 UTC,signup_completed,web,organic
e_000271,u_000271,s_e_000271,2026-07-01 04:45:07 UTC,signup_completed,android,organic
e_000272,u_000272,s_e_000272,2026-07-01 20:26:13 UTC,signup_completed,android,organic
e_000273,u_000273,s_e_000273,2026-07-01 12:03:28 UTC,signup_completed,web,organic
e_000274,u_000274,s_e_000274,2026-07-01 05:34:12 UTC,signup_completed,android,organic
e_000275,u_000275,s_e_000275,2026-07-01 10:40:31 UTC,signup_completed,android,organic
e_000276,u_000276,s_e_000276,2026-07-01 08:23:04 UTC,signup_completed,web,organic
e_000277,u_000277,s_e_000277,2026-07-01 15:56:41 UTC,signup_completed,web,organic
e_000278,u_000278,s_e_000278,2026-07-01 12:29:39 UTC,signup_completed,android,organic
e_000279,u_000279,s_e_000279,2026-07-01 04:41:57 UTC,signup_completed,android,organic
e_000280,u_000280,s_e_000280,2026-07-01 03:53:03 UTC,signup_completed,web,organic
e_000281,u_000281,s_e_000281,2026-07-01 23:54:51 UTC,signup_completed,web,organic
e_000282,u_000282,s_e_000282,2026-07-01 21:49:56 UTC,signup_completed,ios,organic
e_000283,u_000283,s_e_000283,2026-07-01 10:34:38 UTC,signup_completed,web,organic
e_000284,u_000284,s_e_000284,2026-07-01 08:49:54 UTC,signup_completed,web,organic
e_000285,u_000285,s_e_000285,2026-07-01 19:29:32 UTC,signup_completed,ios,paid_search
e_000286,u_000286,s_e_000286,2026-07-01 18:33:10 UTC,signup_completed,ios,paid_search
e_000287,u_000287,s_e_000287,2026-07-01 10:30:03 UTC,signup_completed,ios,paid_search
e_000288,u_000288,s_e_000288,2026-07-01 17:43:58 UTC,signup_completed,ios,paid_search
e_000289,u_000289,s_e_000289,2026-07-01 01:22:17 UTC,signup_completed,ios,paid_search
e_000290,u_000290,s_e_000290,2026-07-01 22:57:52 UTC,signup_completed,web,paid_search
e_000291,u_000291,s_e_000291,2026-07-01 02:45:04 UTC,signup_completed,ios,paid_search
e_000292,u_000292,s_e_000292,2026-07-01 01:48:48 UTC,signup_completed,android,paid_search
e_000293,u_000293,s_e_000293,2026-07-01 18:38:01 UTC,signup_completed,ios,paid_search
e_000294,u_000294,s_e_000294,2026-07-01 07:50:50 UTC,signup_completed,android,paid_search
e_000295,u_000295,s_e_000295,2026-07-01 19:10:44 UTC,signup_completed,android,paid_search
e_000296,u_000296,s_e_000296,2026-07-01 04:11:06 UTC,signup_completed,web,paid_search
e_000297,u_000297,s_e_000297,2026-07-01 19:02:11 UTC,signup_completed,ios,paid_search
e_000298,u_000298,s_e_000298,2026-07-01 13:45:28 UTC,signup_completed,ios,paid_search
e_000299,u_000299,s_e_000299,2026-07-01 06:45:11 UTC,signup_completed,ios,paid_search
e_000300,u_000300,s_e_000300,2026-07-01 04:10:24 UTC,signup_completed,ios,paid_search
e_000301,u_000301,s_e_000301,2026-07-01 20:05:08 UTC,signup_completed,android,paid_search
e_000302,u_000302,s_e_000302,2026-07-01 15:14:12 UTC,signup_completed,android,paid_search
e_000303,u_000303,s_e_000303,2026-07-01 00:37:00 UTC,signup_completed,android,paid_search
e_000304,u_000304,s_e_000304,2026-07-01 09:36:51 UTC,signup_completed,ios,paid_search
e_000305,u_000305,s_e_000305,2026-07-01 19:46:49 UTC,signup_completed,android,paid_search
