attempt_id,event_id,user_id,ts,status,amount_cents
pa_000118,e_000118,u_000118,2026-06-29 01:54:37 UTC,succeeded,1999
pa_000119,e_000119,u_000119,2026-06-29 20:16:04 UTC,succeeded,1999
pa_000120,e_000120,u_000120,2026-06-29 22:42:13 UTC,succeeded,1999
pa_000121,e_000121,u_000121,2026-06-29 23:04:12 UTC,succeeded,1999
pa_000122,e_000122,u_000122,2026-06-29 05:42:43 UTC,succeeded,1999
pa_000123,e_000123,u_000123,2026-06-29 01:03:36 UTC,succeeded,1999
pa_000124,e_000124,u_000124,2026-06-29 09:13:27 UTC,succeeded,1999
pa_000125,e_000125,u_000125,2026-06-29 14:32:32 UTC,succeeded,1999
pa_000126,e_000126,u_000126,2026-06-29 03:22:53 UTC,succeeded,1999
pa_000127,e_000127,u_000127,2026-06-29 20:04:25 UTC,succeeded,1999
pa_000128,e_000128,u_000128,2026-06-29 02:33:12 UTC,succeeded,1999
pa_000129,e_000129,u_000129,2026-06-29 05:04:01 UTC,succeeded,1999
pa_000130,e_000130,u_000130,2026-06-29 15:36:51 UTC,succeeded,1999
pa_000131,e_000131,u_000131,2026-06-29 03:06:32 UTC,succeeded,1999
pa_000132,e_000132,u_000132,2026-06-29 22:53:13 UTC,succeeded,1999
pa_000133,e_000133,u_000133,2026-06-29 04:07:32 UTC,succeeded,1999
pa_000134,e_000134,u_000134,2026-06-29 02:43:56 UTC,succeeded,1999
pa_000135,e_000135,u_000135,2026-06-29 23:34:16 UTC,succeeded,1999
pa_000136,e_000136,u_000136,2026-06-29 23:17:45 UTC,succeeded,1999
pa_000137,e_000137,u_000137,2026-06-29 09:20:42 UTC,succeeded,1999
pa_000138,e_000138,u_000138,2026-06-29 19:55:32 UTC,succeeded,1999
pa_000139,e_000139,u_000139,2026-06-29 13:45:09 UTC,succeeded,1999
pa_000140,e_000140,u_000140,2026-06-29 16:26:10 UTC,succeeded,1999
pa_000141,e_000141,u_000141,2026-06-30 10:52:05 UTC,succeeded,1999
pa_000142,e_000142,u_000142,2026-06-30 06:02:45 UTC,succeeded,1999
pa_000143,e_000143,u_000143,2026-06-30 10:03:20 UTC,succeeded,1999
pa_000144,e_000144,u_000144,2026-06-30 09:02:13 UTC,succeeded,1999
pa_000145,e_000145,u_000145,2026-06-30 19:05:05 UTC,succeeded,1999
pa_000146,e_000146,u_000146,2026-06-30 15:05:36 UTC,succeeded,1999
pa_000147,e_000147,u_000147,2026-06-30 02:53:06 UTC,succeeded,1999
pa_000148,e_000148,u_000148,2026-06-30 20:44:45 UTC,succeeded,1999
pa_000149,e_000149,u_000149,2026-06-30 13:36:21 UTC,succeeded,1999
pa_000150,e_000150,u_000150,2026-06-30 07:15:37 UTC,succeeded,1999
pa_000151,e_000151,u_000151,2026-06-30 15:12:53 UTC,succeeded,1999
pa_000152,e_000152,u_000152,2026-06-30 00:53:00 UTC,succeeded,1999
pa_000153,e_000153,u_000153,2026-06-30 08:39:54 UTC,succeeded,1999
pa_000154,e_000154,u_000154,2026-06-30 21:51:48 UTC,succeeded,1999
pa_000155,e_000155,u_000155,2026-06-30 20:35:12 UTC,succeeded,1999
pa_000156,e_000156,u_000156,2026-06-30 18:56:13 UTC,succeeded,1999
pa_000157,e_000157,u_000157,2026-06-30 23:08:37 UTC,succeeded,1999
pa_000158,e_000158,u_000158,2026-06-30 19:10:01 UTC,succeeded,1999
pa_000159,e_000159,u_000159,2026-06-30 02:10:40 UTC,succeeded,1999
pa_000160,e_000160,u_000160,2026-06-30 11:26:13 UTC,succeeded,1999
pa_000161,e_000161,u_000161,2026-06-30 14:30:50 UTC,succeeded,1999
pa_000162,e_000162,u_000162,2026-06-30 12:12:37 UTC,succeeded,1999
pa_000163,e_000163,u_000163,2026-06-30 14:55:36 UTC,succeeded,1999
pa_000164,e_000164,u_000164,2026-06-30 13:54:41 UTC,succeeded,1999
pa_000165,e_000165,u_000165,2026-06-30 18:58:34 UTC,succeeded,1999
pa_000166,e_000166,u_000166,2026-06-30 02:27:14 UTC,succeeded,1999
pa_000167,e_000167,u_000167,2026-06-30 08:08:21 UTC,succeeded,1999
pa_000168,e_000168,u_000168,2026-06-30 15:03:36 UTC,succeeded,1999
pa_000169,e_000169,u_000169,2026-06-30 08:04:44 UTC,succeeded,1999
pa_000170,e_000170,u_000170,2026-06-30 08:30:07 UTC,succeeded,1999
pa_000171,e_000171,u_000171,2026-06-30 17:01:01 UTC,succeeded,1999
pa_000172,e_000172,u_000172,2026-06-30 17:20:58 UTC,succeeded,1999
pa_000173,e_000173,u_000173,2026-06-30 20:46:00 UTC,succeeded,1999
pa_000174,e_000174,u_000174,2026-06-30 15:30:36 UTC,succeeded,1999
pa_000175,e_000175,u_000175,2026-06-30 19:15:21 UTC,succeeded,1999
pa_000176,e_000176,u_000176,2026-06-30 23:16:11 UTC,succeeded,1999
pa_000177,e_000177,u_000177,2026-06-30 04:33:47 UTC,succeeded,1999
pa_000178,e_000178,u_000178,2026-06-30 15:08:26 UTC,succeeded,1999
pa_000179,e_000179,u_000179,2026-06-30 19:04:54 UTC,succeeded,1999
pa_000180,e_000180,u_000180,2026-06-30 18:25:46 UTC,succeeded,1999
pa_000181,e_000181,u_000181,2026-06-30 09:38:05 UTC,succeeded,1999
pa_000182,e_000182,u_000182,2026-06-30 17:24:46 UTC,succeeded,1999
pa_000183,e_000183,u_000183,2026-06-30 10:57:07 UTC,succeeded,1999
pa_000184,e_000184,u_000184,2026-06-30 19:13:37 UTC,succeeded,1999
pa_000185,e_000185,u_000185,2026-06-30 14:55:06 UTC,succeeded,1999
pa_000186,e_000186,u_000186,2026-06-30 08:56:01 UTC,succeeded,1999
pa_000187,e_000187,u_000187,2026-06-30 05:54:00 UTC,succeeded,1999
pa_000188,e_000188,u_000188,2026-06-30 22:52:23 UTC,succeeded,1999
pa_000189,e_000189,u_000189,2026-06-30 09:11:37 UTC,succeeded,1999
pa_000190,e_000190,u_000190,2026-06-30 05:33:39 UTC,succeeded,1999
pa_000191,e_000191,u_000191,2026-06-30 22:43:54 UTC,succeeded,1999
pa_000192,e_000192,u_000192,2026-06-30 14:15:13 UTC,succeeded,1999
pa_000193,e_000193,u_000193,2026-06-30 01:07:00 UTC,succeeded,1999
pa_000194,e_000194,u_000194,2026-06-30 23:55:55 UTC,succeeded,1999
pa_000195,e_000195,u_000195,2026-06-30 18:50:25 UTC,succeeded,1999
pa_000196,e_000196,u_000196,2026-06-30 05:24:08 UTC,succeeded,1999
pa_000197,e_000197,u_000197,2026-06-30 07:09:57 UTC,succeeded,1999
pa_000198,e_000198,u_000198,2026-06-30 08:32:10 UTC,succeeded,1999
pa_000199,e_000199,u_000199,2026-06-30 12:59:41 UTC,succeeded,1999
pa_000200,e_000200,u_000200,2026-06-30 11:03:54 UTC,succeeded,1999
pa_000201,e_000201,u_000201,2026-06-30 11:54:57 UTC,succeeded,1999
pa_000202,e_000202,u_000202,2026-06-30 12:08:51 UTC,succeeded,1999
pa_000203,e_000203,u_000203,2026-06-30 11:13:14 UTC,succeeded,1999
pa_000204,e_000204,u_000204,2026-06-30 18:46:34 UTC,succeeded,1999
pa_000205,e_000205,u_000205,2026-06-30 05:54:45 UTC,succeeded,1999
pa_000206,e_000206,u_000206,2026-06-30 10:17:17 UTC,succeeded,1999
pa_000207,e_000207,u_000207,2026-06-30 09:11:28 UTC,succeeded,1999
pa_000208,e_000208,u_000208,2026-06-30 07:49:51 UTC,succeeded,1999
pa_000209,e_000209,u_000209,2026-06-30 02:17:23 UTC,succeeded,1999
pa_000210,e_000210,u_000210,2026-06-30 12:50:37 UTC,succeeded,1999
pa_000211,e_000211,u_000211,2026-06-30 21:24:57 UTC,succeeded,1999
pa_000212,e_000212,u_000212,2026-06-30 16:35:53 UTC,succeeded,1999
pa_000213,e_000213,u_000213,2026-06-30 14:54:19 UTC,succeeded,1999
pa_000214,e_000214,u_000214,2026-06-30 04:57:44 UTC,succeeded,1999
pa_000215,e_000215,u_000215,2026-06-30 00:15:02 UTC,succeeded,1999
pa_000216,e_000216,u_000216,2026-06-30 05:08:22 UTC,succeeded,1999
pa_000217,e_000217,u_000217,2026-06-30 02:37:24 UTC,succeeded,1999
pa_000218,e_000218,u_000218,2026-06-30 23:10:41 UTC,succeeded,1999
pa_000219,e_000219,u_000219,2026-06-30 17:35:54 UTC,succeeded,1999
pa_000220,e_000220,u_000220,2026-06-30 13:07:20 UTC,succeeded,1999
pa_000221,e_000221,u_000221,2026-06-30 19:23:36 UTC,succeeded,1999
pa_000222,e_000222,u_000222,2026-06-30 10:51:39 UTC,succeeded,1999
pa_000223,e_000223,u_000223,2026-06-30 19:36:22 UTC,succeeded,1999
pa_000224,e_000224,u_000224,2026-06-30 07:45:42 UTC,succeeded,1999
pa_000225,e_000225,u_000225,2026-06-30 14:09:37 UTC,succeeded,1999
pa_000226,e_000226,u_000226,2026-06-30 06:07:05 UTC,succeeded,1999
pa_000227,e_000227,u_000227,2026-06-30 14:44:50 UTC,succeeded,1999
pa_000228,e_000228,u_000228,2026-06-30 19:45:36 UTC,succeeded,1999
pa_000229,e_000229,u_000229,2026-06-30 20:23:43 UTC,succeeded,1999
pa_000230,e_000230,u_000230,2026-06-30 12:45:44 UTC,succeeded,1999
pa_000231,e_000231,u_000231,2026-06-30 11:24:14 UTC,succeeded,1999
pa_000232,e_000232,u_000232,2026-06-30 04:41:14 UTC,succeeded,1999
pa_000233,e_000233,u_000233,2026-06-30 18:50:52 UTC,succeeded,1999
pa_000234,e_000234,u_000234,2026-06-30 15:37:10 UTC,succeeded,1999
pa_000235,e_000235,u_000235,2026-06-30 16:02:42 UTC,succeeded,1999
pa_000236,e_000236,u_000236,2026-06-30 18:43:49 UTC,succeeded,1999
pa_000237,e_000237,u_000237,2026-06-30 05:54:02 UTC,succeeded,1999
pa_000238,e_000238,u_000238,2026-06-30 01:58:43 UTC,succeeded,1999
pa_000239,e_000239,u_000239,2026-06-30 06:38:53 UTC,succeeded,1999
pa_000240,e_000240,u_000240,2026-06-30 06:20:46 UTC,succeeded,1999
pa_000241,e_000241,u_000241,2026-06-30 05:47:39 UTC,succeeded,1999
pa_000242,e_000242,u_000242,2026-06-30 21:18:44 UTC,succeeded,1999
pa_000243,e_000243,u_000243,2026-07-01 08:44:11 UTC,succeeded,1999
pa_000244,e_000244,u_000244,2026-07-01 00:37:46 UTC,succeeded,1999
pa_000245,e_000245,u_000245,2026-07-01 05:27:35 UTC,succeeded,1999
pa_000246,e_000246,u_000246,2026-07-01 03:31:13 UTC,succeeded,1999
pa_000247,e_000247,u_000247,2026-07-01 03:57:19 UTC,succeeded,1999
pa_000248,e_000248,u_000248,2026-07-01 10:05:33 UTC,succeeded,1999
pa_000249,e_000249,u_000249,2026-07-01 00:25:17 UTC,succeeded,1999
pa_000250,e_000250,u_000250,2026-07-01 03:39:25 UTC,succeeded,1999
pa_000251,e_000251,u_000251,2026-07-01 15:02:59 UTC,succeeded,1999
pa_000252,e_000252,u_000252,2026-07-01 04:13:45 UTC,succeeded,1999
pa_000253,e_000253,u_000253,2026-07-01 10:02:54 UTC,succeeded,1999
pa_000254,e_000254,u_000254,2026-07-01 01:26:03 UTC,succeeded,1999
pa_000255,e_000255,u_000255,2026-07-01 08:46:28 UTC,succeeded,1999
pa_000256,e_000256,u_000256,2026-07-01 00:22:18 UTC,succeeded,1999
pa_000257,e_000257,u_000257,2026-07-01 15:18:45 UTC,succeeded,1999
pa_000258,e_000258,u_000258,2026-07-01 13:03:12 UTC,succeeded,1999
pa_000259,e_000259,u_000259,2026-07-01 03:19:01 UTC,succeeded,1999
pa_000260,e_000260,u_000260,2026-07-01 07:53:54 UTC,succeeded,1999
pa_000261,e_000261,u_000261,2026-07-01 11:23:42 UTC,succeeded,1999
pa_000262,e_000262,u_000262,2026-07-01 21:11:08 UTC,succeeded,1999
pa_000263,e_000263,u_000263,2026-07-01 17:40:04 UTC,succeeded,1999
pa_000264,e_000264,u_000264,2026-07-01 20:32:16 UTC,succeeded,1999
pa_000265,e_000265,u_000265,2026-07-01 02:51:37 UTC,succeeded,1999
pa_000266,e_000266,u_000266,2026-07-01 22:04:22 UTC,succeeded,1999
pa_000267,e_000267,u_000267,2026-07-01 01:22:25 UTC,succeeded,1999
pa_000268,e_000268,u_000268,2026-07-01 14:24:37 UTC,succeeded,1999
pa_000269,e_000269,u_000269,2026-07-01 09:12:32 UTC,succeeded,1999
pa_000270,e_000270,u_000270,2026-07-01 12:48:34 UTC,succeeded,1999
pa_000271,e_000271,u_000271,2026-07-01 04:45:07 UTC,succeeded,1999
pa_000272,e_000272,u_000272,2026-07-01 20:26:13 UTC,succeeded,1999
pa_000273,e_000273,u_000273,2026-07-01 12:03:28 UTC,succeeded,1999
pa_000274,e_000274,u_000274,2026-07-01 05:34:12 UTC,succeeded,1999
pa_000275,e_000275,u_000275,2026-07-01 10:40:31 UTC,succeeded,1999
pa_000276,e_000276,u_000276,2026-07-01 08:23:04 UTC,succeeded,1999
pa_000277,e_000277,u_000277,2026-07-01 15:56:41 UTC,succeeded,1999
pa_000278,e_000278,u_000278,2026-07-01 12:29:39 UTC,succeeded,1999
pa_000279,e_000279,u_000279,2026-07-01 04:41:57 UTC,succeeded,1999
pa_000280,e_000280,u_000280,2026-07-01 03:53:03 UTC,succeeded,1999
pa_000281,e_000281,u_000281,2026-07-01 23:54:51 UTC,succeeded,1999
pa_000282,e_000282,u_000282,2026-07-01 21:49:56 UTC,succeeded,1999
pa_000283,e_000283,u_000283,2026-07-01 10:34:38 UTC,succeeded,1999
pa_000284,e_000284,u_000284,2026-07-01 08:49:54 UTC,succeeded,1999
pa_000285,e_000285,u_000285,2026-07-01 19:29:32 UTC,succeeded,1999
pa_000286,e_000286,u_000286,2026-07-01 18:33:10 UTC,succeeded,1999
pa_000287,e_000287,u_000287,2026-07-01 10:30:03 UTC,succeeded,1999
pa_000288,e_000288,u_000288,2026-07-01 17:43:58 UTC,succeeded,1999
pa_000289,e_000289,u_000289,2026-07-01 01:22:17 UTC,succeeded,1999
pa_000290,e_000290,u_000290,2026-07-01 22:57:52 UTC,succeeded,1999
pa_000291,e_000291,u_000291,2026-07-01 02:45:04 UTC,succeeded,1999
pa_000292,e_000292,u_000292,2026-07-01 01:48:48 UTC,succeeded,1999
pa_000293,e_000293,u_000293,2026-07-01 18:38:01 UTC,succeeded,1999
pa_000294,e_000294,u_000294,2026-07-01 07:50:50 UTC,succeeded,1999
pa_000295,e_000295,u_000295,2026-07-01 19:10:44 UTC,succeeded,1999
pa_000296,e_000296,u_000296,2026-07-01 04:11:06 UTC,succeeded,1999
pa_000297,e_000297,u_000297,2026-07-01 19:02:11 UTC,succeeded,1999
pa_000298,e_000298,u_000298,2026-07-01 13:45:28 UTC,succeeded,1999
pa_000299,e_000299,u_000299,2026-07-01 06:45:11 UTC,succeeded,1999
pa_000300,e_000300,u_000300,2026-07-01 04:10:24 UTC,succeeded,1999
pa_000301,e_000301,u_000301,2026-07-01 20:05:08 UTC,succeeded,1999
pa_000302,e_000302,u_000302,2026-07-01 15:14:12 UTC,succeeded,1999
pa_000303,e_000303,u_000303,2026-07-01 00:37:00 UTC,succeeded,1999
pa_000304,e_000304,u_000304,2026-07-01 09:36:51 UTC,succeeded,1999
pa_000305,e_000305,u_000305,2026-07-01 19:46:49 UTC,succeeded,1999
pa_000306,e_000306,u_000306,2026-07-01 13:38:13 UTC,succeeded,1999
pa_000307,e_000307,u_000307,2026-07-01 15:11:42 UTC,succeeded,1999
pa_000308,e_000308,u_000308,2026-07-01 08:30:09 UTC,succeeded,1999
pa_000309,e_000309,u_000309,2026-07-01 23:24:02 UTC,succeeded,1999
pa_000310,e_000310,u_000310,2026-07-01 16:53:10 UTC,succeeded,1999
pa_000311,e_000311,u_000311,2026-07-01 01:10:49 UTC,succeeded,1999
pa_000312,e_000312,u_000312,2026-07-01 18:40:59 UTC,succeeded,1999
pa_000313,e_000313,u_000313,2026-07-01 19:34:38 UTC,succeeded,1999
pa_000314,e_000314,u_000314,2026-07-01 12:57:50 UTC,succeeded,1999
pa_000315,e_000315,u_000315,2026-07-01 20:28:14 UTC,succeeded,1999
pa_000316,e_000316,u_000316,2026-07-01 04:09:12 UTC,succeeded,1999
pa_000317,e_000317,u_000317,2026-07-01 09:22:54 UTC,succeeded,1999
pa_000318,e_000318,u_000318,2026-07-01 13:18:58 UTC,succeeded,1999
pa_000319,e_000319,u_000319,2026-07-01 23:20:47 UTC,succeeded,1999
pa_000320,e_000320,u_000320,2026-07-01 17:02:24 UTC,succeeded,1999
pa_000321,e_000321,u_000321,2026-07-01 00:18:14 UTC,succeeded,1999
pa_000322,e_000322,u_000322,2026-07-01 16:17:41 UTC,succeeded,1999
pa_000323,e_000323,u_000323,2026-07-01 04:24:39 UTC,succeeded,1999
pa_000324,e_000324,u_000324,2026-07-01 18:57:57 UTC,succeeded,1999
pa_000325,e_000325,u_000325,2026-07-01 20:34:36 UTC,succeeded,1999
pa_000326,e_000326,u_000326,2026-07-01 11:10:55 UTC,succeeded,1999
pa_000327,e_000327,u_000327,2026-07-01 08:40:13 UTC,succeeded,1999
pa_000328,e_000328,u_000328,2026-07-01 21:58:20 UTC,succeeded,1999
pa_000329,e_000329,u_000329,2026-07-01 07:40:12 UTC,succeeded,1999
pa_000330,e_000330,u_000330,2026-07-01 12:02:33 UTC,succeeded,1999
pa_000331,e_000331,u_000331,2026-07-01 21:02:45 UTC,succeeded,1999
pa_000332,e_000332,u_000332,2026-07-01 17:58:16 UTC,succeeded,1999
pa_000333,e_000333,u_000333,2026-07-01 21:16:08 UTC,succeeded,1999
pa_000334,e_000334,u_000334,2026-07-01 17:56:12 UTC,succeeded,1999
pa_000335,e_000335,u_000335,2026-07-01 07:20:30 UTC,succeeded,1999
pa_000336,e_000336,u_000336,2026-07-01 22:59:21 UTC,succeeded,1999
pa_000337,e_000337,u_000337,2026-07-01 15:47:09 UTC,succeeded,1999
pa_000338,e_000338,u_000338,2026-07-01 08:14:09 UTC,succeeded,1999
pa_000339,e_000339,u_000339,2026-07-01 20:31:03 UTC,succeeded,1999
pa_000340,e_000340,u_000340,2026-07-01 12:21:01 UTC,succeeded,1999
